bodyPart,equipment,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
cardio,body weight,0684_run_equipment,run (equipment),cardiovascular system,quadriceps,hamstrings,Start by standing upright with your feet hip-width apart.,Engage your core and keep your upper body relaxed.,"Begin jogging in place, lifting your knees up towards your chest and landing softly on the balls of your feet.",Maintain a steady pace and continue jogging for the desired duration or distance.,Remember to breathe deeply and maintain good posture throughout the exercise.,,calves,,,,,,,,
upper legs,body weight,1585_runners_stretch,runners stretch,hamstrings,calves,quadriceps,Stand with your feet hip-width apart.,"Take a step forward with your right foot, keeping your left foot planted.","Bend your right knee and lower your body down, keeping your left leg straight.",Place your hands on your right thigh for support.,"Hold the stretch for 20-30 seconds, then switch sides and repeat.",,,,,,,,,,
waist,body weight,0687_russian_twist,russian twist,abs,obliques,,Sit on the ground with your knees bent and feet flat on the floor.,Lean back slightly while keeping your back straight and your core engaged.,Hold your hands together in front of your chest or hold a weight if desired.,"Lift your feet off the ground, balancing on your sit bones.","Twist your torso to the right, bringing your hands or weight towards the right side of your body.","Pause for a moment, then twist your torso to the left, bringing your hands or weight towards the left side of your body.",,Continue alternating sides for the desired number of repetitions.,,,,,,,
back,body weight,3012_scapula_dips,scapula dips,traps,rhomboids,deltoids,Start by standing with your feet shoulder-width apart and your arms extended in front of you.,"Bend your knees slightly and hinge forward at the hips, keeping your back straight.","Lower your body by bending your elbows and retracting your shoulder blades, as if you are trying to squeeze a pencil between them.","Pause for a moment at the bottom, then push through your hands to extend your elbows and return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,body weight,3021_scapula_push_up,scapula push-up,serratus anterior,triceps,shoulders,Start in a high plank position with your hands directly under your shoulders and your body in a straight line.,"Lower your chest towards the ground, keeping your elbows close to your body.","As you lower, squeeze your shoulder blades together and push your chest forward.","Pause for a moment at the bottom, then push back up to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,body weight,0688_scapular_pull_up,scapular pull-up,traps,biceps,rhomboids,Start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended.,Retract your shoulder blades by pulling them down and back.,"Engage your back muscles and pull your body up towards the bar, focusing on squeezing your shoulder blades together.","Pause for a moment at the top of the movement, then slowly lower your body back down to the starting position.",Repeat for the desired number of repetitions.,,rear deltoids,,,,,,,,
cardio,body weight,3219_scissor_jumps_male,scissor jumps (male),cardiovascular system,quadriceps,hamstrings,Stand with your feet shoulder-width apart.,Jump off the ground and simultaneously cross your right leg in front of your left leg.,"As you land, quickly switch legs, crossing your left leg in front of your right leg.",Continue alternating legs and jumping as quickly as possible.,Repeat for the desired number of repetitions.,,calves,,,,,,,,
lower legs,body weight,1390_seated_calf_stretch_male,seated calf stretch (male),calves,hamstrings,,Sit on the edge of a chair or bench with your feet flat on the ground.,"Extend one leg straight out in front of you, keeping your heel on the ground.","Lean forward slightly, feeling a stretch in your calf muscle.",Hold the stretch for 20-30 seconds.,Switch legs and repeat the stretch.,,,,,,,,,,
upper legs,body weight,1424_seated_glute_stretch,seated glute stretch,glutes,hamstrings,,Sit on the ground with your legs extended in front of you.,Bend your right knee and cross your right ankle over your left thigh.,Place your right hand on the ground behind you for support.,"With your left hand, gently press down on your right knee to deepen the stretch.",Hold the stretch for 30 seconds to 1 minute.,Switch sides and repeat.,,,,,,,,,
waist,body weight,0689_seated_leg_raise,seated leg raise,abs,hip flexors,,Sit on a flat bench with your back straight and your feet flat on the ground.,Place your hands on the sides of the bench for support.,"Keeping your legs straight, slowly raise them up in front of you until they are parallel to the ground.","Pause for a moment at the top, then slowly lower your legs back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,body weight,0690_seated_lower_back_stretch,seated lower back stretch,lats,glutes,hamstrings,Sit on the edge of a chair with your feet flat on the ground.,Place your hands on your thighs or on the sides of the chair for support.,"Slowly lean forward from your hips, keeping your back straight.",Feel the stretch in your lower back and hold for 20-30 seconds.,Slowly return to the starting position and repeat for the desired number of repetitions.,,,,,,,,,,
upper legs,body weight,2567_seated_piriformis_stretch,seated piriformis stretch,glutes,hamstrings,,Sit on the ground with your legs extended in front of you.,Bend your right knee and place your right foot on the outside of your left knee.,Place your left elbow on the outside of your right knee and gently twist your torso to the right.,"Hold the stretch for 20-30 seconds, then switch sides and repeat.",,,,,,,,,,,
waist,body weight,0691_seated_side_crunch_wall,seated side crunch (wall),abs,obliques,,Sit on the floor with your back against a wall and your legs extended in front of you.,"Bend your knees and place your feet flat on the floor, hip-width apart.",Place your hands behind your head with your elbows pointing outwards.,"Engage your abs and lean to one side, bringing your elbow towards your hip.","Pause for a moment, then return to the starting position.",Repeat on the other side.,,Continue alternating sides for the desired number of repetitions.,,,,,,,
upper legs,body weight,1587_seated_wide_angle_pose_sequence,seated wide angle pose sequence,hamstrings,quadriceps,calves,Sit on the ground with your legs extended in a wide angle.,Flex your feet and engage your quadriceps.,Place your hands on the ground behind you for support.,"Keeping your back straight, lean forward from your hips.",Continue leaning forward until you feel a stretch in your hamstrings.,Hold this position for a few breaths.,,Slowly release the stretch and return to the starting position.,Repeat for the desired number of repetitions.,,,,,,
